code,name,date,close,action,strength,reason
SZ002714,牧原股份,2021-11-18,58.29,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_33; macd dea_signal over 0 n days_30; close great than 1.05 sma60; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002722,金轮股份,2021-11-18,15.92,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_EARLY; SELL_CHECK; ,1.7,macd dif_main over 0 n days_26; macd dea_signal over 0 n days_24; close great than 1.05 sma60; close great than 1.2 sma200; cross over sma5; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002727,一心堂,2021-11-18,34.45,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_28; macd dea_signal over 0 n days_25; close great than 1.05 sma60; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002732,燕塘乳业,2021-11-18,26.73,SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,close under sma60; sma21 under sma60; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ002741,光华科技,2021-11-18,22.94,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_17; macd dea_signal over 0 n days_12; ma55 near ma21; close great than 1.2 sma200; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002746,仙坛股份,2021-11-18,6.83,BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,ma55 near ma21; close under sma60; sma21 under sma60; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ002748,世龙实业,2021-11-18,11.88,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,1.0,macd dif_main over 0 n days_88; macd dea_signal over 0 n days_87; close great than 1.05 sma60; close great than 1.2 sma200; macd dif cross down sig; macd cross down 0; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002759,天际股份,2021-11-18,30.82,SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,close under sma60; sma21 under sma60; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ002762,金发拉比,2021-11-18,11.71,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_EARLY; SELL_CHECK; ,12.0,macd dif_main over 0 n days_22; macd dea_signal over 0 n days_19; close great than 1.05 sma60; cross down sma5; cross down sma21; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002766,*ST索菱,2021-11-18,4.44,BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,ma55 near ma21; close under sma60; sma21 under sma60; macd dif less than 0; macd dif less than sig; 
SZ002776,ST柏龙,2021-11-18,3.73,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,1.0,macd dif_main over 0 n days_26; macd dea_signal over 0 n days_23; close great than 1.05 sma60; close great than 1.2 sma200; macd dif cross down sig; macd cross down 0; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002782,可立克,2021-11-18,14.69,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_22; macd dea_signal over 0 n days_20; close great than 1.05 sma60; close great than 1.2 sma200; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002785,万里石,2021-11-18,31.9,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_69; macd dea_signal over 0 n days_98; close great than 1.05 sma60; close great than 1.2 sma200; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002805,丰元股份,2021-11-18,34.5,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; ,5.0,macd dif_main over 0 n days_17; macd dea_signal over 0 n days_15; close great than 1.05 sma60; close great than 1.2 sma200; cross down sma21; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002810,山东赫达,2021-11-18,54.12,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_22; macd dea_signal over 0 n days_19; close great than 1.05 sma60; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002812,恩捷股份,2021-11-18,266.46,BUY_CHECK; SELL_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,ma55 near ma21; close under sma60; close great than 1.2 sma200; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ002815,崇达技术,2021-11-18,15.82,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,1.0,macd dif_main over 0 n days_14; macd dea_signal over 0 n days_13; close great than 1.05 sma60; close great than 1.2 sma200; macd dif cross down sig; macd cross down 0; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002816,和科达,2021-11-18,18.73,BUY_CHECK; BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,macd dea_signal over 0 n days_5; ma55 near ma21; close under sma60; sma21 under sma60; macd dif less than 0; macd sig great than 0; macd dif less than sig; 
SZ002824,和胜股份,2021-11-18,44.22,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; ,5.0,macd dif_main over 0 n days_25; macd dea_signal over 0 n days_22; close great than 1.05 sma60; close great than 1.2 sma200; cross down sma5; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002831,裕同科技,2021-11-18,31.21,BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; ,5.0,macd dif_main over 0 n days_47; macd dea_signal over 0 n days_44; cross down sma21; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002837,英维克,2021-11-18,43.28,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_27; macd dea_signal over 0 n days_78; close great than 1.05 sma60; close great than 1.2 sma200; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002839,张家港行,2021-11-18,5.68,BUY_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,ma55 near ma21; close under sma60; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ002841,视源股份,2021-11-18,73.4,SELL_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,1.0,close under sma60; sma21 under sma60; macd dif cross down sig; macd cross down 0; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ002847,盐津铺子,2021-11-18,80.05,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_18; macd dea_signal over 0 n days_15; close great than 1.05 sma60; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002850,科达利,2021-11-18,173.05,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_40; close great than 1.05 sma60; close great than 1.2 sma200; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002851,麦格米特,2021-11-18,32.61,BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,3.0,macd dif_main over 0 n days_11; macd dea_signal over 0 n days_26; cross down sma21; macd dif cross down sig; macd cross down 0; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002857,三晖电气,2021-11-18,17.85,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; SELL_CHECK; ,1.0,macd dif_main over 0 n days_46; macd dea_signal over 0 n days_43; close great than 1.05 sma60; close great than 1.2 sma200; macd dif cross down sig; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002862,实丰文化,2021-11-18,14.45,BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,ma55 near ma21; close under sma60; sma21 under sma60; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ002873,新天药业,2021-11-18,13.37,SELL_CHECK; SELL_CHECK; SELL_EARLY; SELL_CHECK; ,5.0,close under sma60; sma21 under sma60; cross down sma5; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ002895,川恒股份,2021-11-18,28.8,SELL_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,close under sma60; close great than 1.2 sma200; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ002906,华阳集团,2021-11-18,53.03,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_25; macd dea_signal over 0 n days_22; close great than 1.05 sma60; close great than 1.2 sma200; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002910,庄园牧场,2021-11-18,11.38,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_47; macd dea_signal over 0 n days_43; close great than 1.05 sma60; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002919,名臣健康,2021-11-18,44.89,BUY_CHECK; BUY_CHECK; BUY_EARLY; SELL_MUST; SELL_CHECK; ,4.3,"macd dea_signal over 0 n days_35; close great than 1.05 sma60; cross over sma5; SELL_MUST,close above sma60but macd dif less than 0, price expected to be drop back to under sma60, close 44.89 ,sma60 42.4165; macd dif less than 0; macd sig great than 0; macd dif less than sig; "
SZ002920,德赛西威,2021-11-18,113.81,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_25; macd dea_signal over 0 n days_21; close great than 1.05 sma60; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002922,伊戈尔,2021-11-18,23.2,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_68; macd dea_signal over 0 n days_64; close great than 1.05 sma60; close great than 1.2 sma200; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002927,泰永长征,2021-11-18,12.75,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; ,4.0,macd dif_main over 0 n days_30; macd dea_signal over 0 n days_62; close great than 1.05 sma60; cross down sma5; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002928,华夏航空,2021-11-18,11.19,BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,7.0,macd dif_main over 0 n days_26; macd dea_signal over 0 n days_20; cross down sma21; macd dif cross down sig; macd cross down 0; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002930,宏川智慧,2021-11-18,21.98,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_44; macd dea_signal over 0 n days_40; close great than 1.05 sma60; close great than 1.2 sma200; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002932,明德生物,2021-11-18,66.73,BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,macd dea_signal over 0 n days_16; close under sma60; macd dif cross down 0; macd dif less than 0; macd sig great than 0; macd dif less than sig; 
SZ002933,新兴装备,2021-11-18,34.15,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_25; macd dea_signal over 0 n days_24; close great than 1.05 sma60; close great than 1.2 sma200; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002936,郑州银行,2021-11-18,3.32,SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,close under sma60; sma21 under sma60; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ002938,鹏鼎控股,2021-11-18,39.0,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,5.0,macd dif_main over 0 n days_17; macd dea_signal over 0 n days_15; close great than 1.05 sma60; cross down sma5; macd dif cross down sig; macd cross down 0; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002946,新乳业,2021-11-18,15.18,BUY_CHECK; SELL_EARLY; SELL_MUST; SELL_CHECK; SELL_CHECK; ,3.0,"macd dea_signal over 0 n days_44; cross down sma5; SELL_MUST,close above sma60but macd dif less than 0, price expected to be drop back to under sma60, close 15.18 ,sma60 15.143166666666668; macd dif cross down 0; macd dif less than 0; macd sig great than 0; macd dif less than sig; "
SZ002953,日丰股份,2021-11-18,16.98,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; SELL_CHECK; ,6.0,macd dif_main over 0 n days_31; macd dea_signal over 0 n days_46; close great than 1.05 sma60; cross down sma5; macd dif cross down sig; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002956,西麦食品,2021-11-18,18.12,BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_13; macd dea_signal over 0 n days_12; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002961,瑞达期货,2021-11-18,22.76,SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,close under sma60; sma21 under sma60; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ002969,嘉美包装,2021-11-18,5.63,BUY_CHECK; SELL_CHECK; ,0.0,macd dea_signal over 0 n days_66; macd sig great than 0; macd dif less than sig; 
SZ002981,朝阳科技,2021-11-18,22.25,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_14; macd dea_signal over 0 n days_11; ma55 near ma21; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002982,湘佳股份,2021-11-18,42.54,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_32; macd dea_signal over 0 n days_30; close great than 1.05 sma60; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002984,森麒麟,2021-11-18,36.55,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_EARLY; SELL_CHECK; ,1.0,macd dif_main over 0 n days_27; macd dea_signal over 0 n days_24; close great than 1.05 sma60; cross over sma5; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002985,北摩高科,2021-11-18,112.75,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; BUY_EARLY; SELL_CHECK; ,0.7,macd dif_main over 0 n days_12; macd dea_signal over 0 n days_8; ma55 near ma21; sma21 under sma60; cross over sma60; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ002991,甘源食品,2021-11-18,53.66,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; ,5.0,macd dif_main over 0 n days_21; macd dea_signal over 0 n days_18; close great than 1.05 sma60; cross down sma21; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ003022,联泓新科,2021-11-18,44.75,SELL_CHECK; SELL_CHECK; SELL_EARLY; SELL_CHECK; ,4.0,close under sma60; sma21 under sma60; cross down sma5; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ003038,鑫铂股份,2021-11-18,51.85,BUY_CHECK; BUY_CHECK; SELL_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; ,3.5,macd dif_main over 0 n days_21; macd dea_signal over 0 n days_16; close under sma60; close great than 1.2 sma200; cross down sma60; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ003816,中国广核,2021-11-18,2.78,SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,close under sma60; sma21 under sma60; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ300012,华测检测,2021-11-18,26.07,BUY_CHECK; BUY_CHECK; SELL_CHECK; SELL_EARLY; SELL_MUST; SELL_CHECK; SELL_CHECK; ,4.2,"macd dea_signal over 0 n days_21; ma55 near ma21; close under sma60; cross down sma60; SZ300012 2021-11-18,SELL_MUST, cross down sma60 and  macd dif cross down 0, price expected to continue drop. close 26.07 ,sma60 26.548333333333332; macd dif cross down 0; macd dif less than 0; macd sig great than 0; macd dif less than sig; "
SZ300014,亿纬锂能,2021-11-18,127.0,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,1.0,macd dif_main over 0 n days_27; macd dea_signal over 0 n days_23; close great than 1.05 sma60; close great than 1.2 sma200; macd dif cross down sig; macd cross down 0; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300035,中科电气,2021-11-18,34.61,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_EARLY; SELL_CHECK; ,4.9,macd dif_main over 0 n days_43; macd dea_signal over 0 n days_41; close great than 1.05 sma60; close great than 1.2 sma200; cross over sma5; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300037,新宙邦,2021-11-18,122.5,BUY_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,ma55 near ma21; close under sma60; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ300048,合康新能,2021-11-18,6.76,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_26; macd dea_signal over 0 n days_24; close great than 1.05 sma60; close great than 1.2 sma200; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300073,当升科技,2021-11-18,89.91,BUY_CHECK; BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,1.0,close great than 1.05 sma60; close great than 1.2 sma200; macd dif cross down sig; macd cross down 0; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300082,奥克股份,2021-11-18,17.45,SELL_CHECK; SELL_CHECK; BUY_EARLY; SELL_CHECK; ,3.7,close under sma60; sma21 under sma60; cross over sma5; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ300106,西部牧业,2021-11-18,11.05,SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,close under sma60; sma21 under sma60; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ300124,汇川技术,2021-11-18,66.0,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_EARLY; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,3.0,macd dif_main over 0 n days_11; macd dea_signal over 0 n days_7; ma55 near ma21; close under sma60; sma21 under sma60; cross down sma21; macd dif cross down sig; macd cross down 0; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300129,泰胜风能,2021-11-18,10.81,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_81; macd dea_signal over 0 n days_78; close great than 1.05 sma60; close great than 1.2 sma200; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300138,晨光生物,2021-11-18,14.86,BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; ,1.0,macd dif_main over 0 n days_15; macd dea_signal over 0 n days_12; cross down sma5; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300151,昌红科技,2021-11-18,37.13,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_EARLY; SELL_CHECK; ,0.7,macd dif_main over 0 n days_65; macd dea_signal over 0 n days_61; close great than 1.05 sma60; close great than 1.2 sma200; cross over sma5; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300159,新研股份,2021-11-18,4.86,SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,close under sma60; sma21 under sma60; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ300162,雷曼光电,2021-11-18,12.54,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; ,4.0,macd dif_main over 0 n days_29; macd dea_signal over 0 n days_28; close great than 1.05 sma60; close great than 1.2 sma200; cross down sma21; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300164,通源石油,2021-11-18,4.57,BUY_CHECK; SELL_CHECK; SELL_EARLY; SELL_CHECK; ,3.0,ma55 near ma21; close under sma60; cross down sma5; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ300191,潜能恒信,2021-11-18,23.16,BUY_CHECK; SELL_CHECK; SELL_EARLY; SELL_CHECK; ,3.0,ma55 near ma21; close under sma60; cross down sma5; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ300207,欣旺达,2021-11-18,50.9,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; ,2.0,macd dif_main over 0 n days_28; macd dea_signal over 0 n days_25; close great than 1.05 sma60; close great than 1.2 sma200; cross down sma5; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300209,天泽信息,2021-11-18,9.05,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,1.0,macd dif_main over 0 n days_29; macd dea_signal over 0 n days_27; close great than 1.05 sma60; close great than 1.2 sma200; macd dif cross down sig; macd cross down 0; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300223,北京君正,2021-11-18,129.59,BUY_CHECK; BUY_CHECK; SELL_CHECK; BUY_CHECK; SELL_EARLY; SELL_EARLY; SELL_CHECK; ,16.9,macd dif_main over 0 n days_13; macd dea_signal over 0 n days_11; close under sma60; close great than 1.2 sma200; cross down sma21; cross down sma60; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300244,迪安诊断,2021-11-18,32.05,BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_EARLY; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,7.0,macd dif_main over 0 n days_19; macd dea_signal over 0 n days_17; cross down sma5; cross down sma21; macd dif cross down sig; macd cross down 0; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300257,开山股份,2021-11-18,16.52,BUY_CHECK; SELL_CHECK; SELL_EARLY; SELL_CHECK; ,1.5,macd dea_signal over 0 n days_53; close under sma60; cross down sma60; macd dif less than 0; macd sig great than 0; macd dif less than sig; 
SZ300260,新莱应材,2021-11-18,44.26,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_27; close great than 1.05 sma60; close great than 1.2 sma200; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300268,佳沃食品,2021-11-18,20.86,BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_CHECK; BUY_EARLY; SELL_CHECK; ,1.4,macd dif_main over 0 n days_47; macd dea_signal over 0 n days_45; close great than 1.05 sma60; close great than 1.2 sma200; cross over sma5; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300274,阳光电源,2021-11-18,149.61,BUY_CHECK; SELL_CHECK; BUY_CHECK; SELL_MUST; SELL_CHECK; SELL_CHECK; ,2.0,"macd dea_signal over 0 n days_27; close under sma60; close great than 1.2 sma200; SZ300274 2021-11-18,SELL_MUST, cross down sma60 and  macd dif cross down 0, price expected to continue drop. close 149.61 ,sma60 149.61166666666668; macd dif cross down 0; macd dif less than 0; macd sig great than 0; macd dif less than sig; "
SZ300288,朗玛信息,2021-11-18,12.0,BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_EARLY; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,15.0,macd dif_main over 0 n days_54; macd dea_signal over 0 n days_53; cross down sma5; cross down sma21; macd dif cross down sig; macd cross down 0; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300308,中际旭创,2021-11-18,33.35,BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,1.0,ma55 near ma21; close under sma60; sma21 under sma60; macd dif cross down sig; macd cross down 0; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ300313,ST天山,2021-11-18,9.27,SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,close under sma60; sma21 under sma60; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ300316,晶盛机电,2021-11-18,71.56,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_24; macd dea_signal over 0 n days_23; close great than 1.2 sma200; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300329,海伦钢琴,2021-11-18,10.84,BUY_CHECK; SELL_CHECK; SELL_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; ,4.0,ma55 near ma21; close under sma60; sma21 under sma60; close great than 1.2 sma200; cross down sma5; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ300336,新文化,2021-11-18,3.28,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; ,0.0,macd dif_main over 0 n days_44; macd dea_signal over 0 n days_41; close great than 1.05 sma60; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300339,润和软件,2021-11-18,26.63,SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,close under sma60; sma21 under sma60; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ300343,联创股份,2021-11-18,20.66,SELL_CHECK; BUY_CHECK; BUY_EARLY; SELL_CHECK; SELL_CHECK; ,2.9,close under sma60; close great than 1.2 sma200; cross over sma5; macd sig cross down 0; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ300347,泰格医药,2021-11-18,146.0,BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_EARLY; SELL_CHECK; ,3.0,ma55 near ma21; close under sma60; sma21 under sma60; cross down sma5; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ300366,创意信息,2021-11-18,13.96,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_EARLY; SELL_CHECK; ,12.0,macd dif_main over 0 n days_36; close great than 1.05 sma60; close great than 1.2 sma200; cross down sma21; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300373,扬杰科技,2021-11-18,52.31,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,1.0,macd dif_main over 0 n days_26; macd dea_signal over 0 n days_22; close great than 1.05 sma60; macd dif cross down sig; macd cross down 0; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300382,斯莱克,2021-11-18,26.93,BUY_CHECK; SELL_CHECK; BUY_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,macd dea_signal over 0 n days_17; close under sma60; close great than 1.2 sma200; macd dif cross down 0; macd dif less than 0; macd sig great than 0; macd dif less than sig; 
SZ300405,科隆股份,2021-11-18,10.29,BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,0.0,ma55 near ma21; close under sma60; sma21 under sma60; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
SZ300408,三环集团,2021-11-18,41.18,BUY_CHECK; BUY_CHECK; BUY_CHECK; SELL_CHECK; SELL_CHECK; SELL_CHECK; ,1.0,macd dif_main over 0 n days_23; macd dea_signal over 0 n days_18; close great than 1.05 sma60; macd dif cross down sig; macd cross down 0; macd dif great than 0; macd sig great than 0; macd dif less than sig; 
SZ300409,道氏技术,2021-11-18,26.94,BUY_CHECK; SELL_CHECK; SELL_CHECK; BUY_CHECK; BUY_EARLY; SELL_CHECK; ,6.0,ma55 near ma21; close under sma60; sma21 under sma60; close great than 1.2 sma200; cross over sma5; macd dif less than 0; macd sig less than 0; macd dif less than sig; 
