code,name,roe_pe,roe,pe_ttm
SZ300846,首都在线,0.02,5.8629,279.5315
SZ002811,郑中设计,0.02,1.7035,81.9489
SZ300554,三超新材,0.02,3.7259,206.5368
SZ300836,佰奥智能,0.02,3.3321,166.2672
SZ002752,昇兴股份,0.02,0.7462,42.8324
SH600316,洪都航空,0.02,2.6319,144.8276
SZ002741,光华科技,0.02,2.8474,127.7015
SH603011,合锻智能,0.02,1.5384,62.7212
SZ300457,赢合科技,0.02,4.5452,257.839
SZ300079,数码视讯,0.02,1.9774,112.9045
SZ300100,双林股份,0.02,5.1534,310.8205
SH603222,济民医疗,0.02,0.7367,44.9401
SZ300317,珈伟新能,0.02,1.552,86.5217
SH600113,浙江东日,0.02,2.0284,93.9071
SH601500,通用股份,0.02,2.483,154.5427
SZ300272,开能健康,0.02,2.2311,99.4488
SH601375,中原证券,0.02,0.9054,43.1515
SH600128,弘业股份,0.02,1.7832,91.7244
SH600135,乐凯胶片,0.02,1.5619,78.0629
SZ300335,迪森股份,0.02,2.1267,131.6952
SZ300223,北京君正,0.02,1.5525,89.859
SH603421,鼎信通讯,0.02,5.8655,246.7362
SH603348,文灿股份,0.02,3.4568,188.1561
SH601519,大智慧,0.02,4.8561,238.4847
SZ300364,中文在线,0.02,3.41,208.8517
SH600080,金花股份,0.02,2.1964,108.1456
SH600184,光电股份,0.02,2.1778,142.8411
SZ300397,天和防务,0.02,8.6591,370.6212
SZ300399,天利科技,0.02,5.8674,326.0022
SH603389,亚振家居,0.02,2.5193,108.7223
SH600338,西藏珠峰,0.02,1.2649,52.9287
SZ300322,硕贝德,0.02,2.9974,178.2548
SZ002580,圣阳股份,0.02,1.9647,117.7189
SZ002617,露笑科技,0.02,4.4329,232.3137
SH601008,连云港,0.02,1.0703,54.3022
SZ300731,科创新源,0.02,4.612,250.9566
SZ300742,越博动力,0.02,2.4728,110.6557
SH601011,宝泰隆,0.02,0.8653,47.9016
SZ002686,亿利达,0.02,1.9762,98.0384
SZ000758,中色股份,0.01,0.4571,89.2151
SZ300077,国民技术,0.01,0.9443,144.3291
SZ002451,摩恩电气,0.01,1.0642,116.6363
SZ300091,金通灵,0.01,2.3169,174.2286
SH603895,天永智能,0.01,2.0709,315.1269
SZ300438,鹏辉能源,0.01,2.2247,281.16
SZ002696,百洋股份,0.01,1.6702,135.2066
SH600220,江苏阳光,0.01,0.7539,54.415
SZ000767,晋控电力,0.01,2.8519,225.9944
SZ300419,浩丰科技,0.01,2.7097,230.0797
SZ300109,新开源,0.01,1.4551,110.6789
SH603819,神力股份,0.01,1.9783,211.4635
SH600730,中国高科,0.01,0.9812,193.5068
SH600199,金种子酒,0.01,2.4266,387.1852
SH688011,新光光电,0.01,1.9718,188.2749
SH600222,太龙药业,0.01,2.1169,157.7974
SZ300065,海兰信,0.01,3.3488,398.94
SZ002613,北玻股份,0.01,0.9045,176.6503
SZ300712,永福股份,0.01,5.0612,367.0122
SZ000716,黑芝麻,0.01,0.3323,51.8809
SZ000713,丰乐种业,0.01,2.9569,231.4413
SH688365,光云科技,0.01,10.1044,1147.4727
SH600053,九鼎投资,0.01,3.2679,320.3039
SZ002431,棕榈股份,0.01,0.9685,164.9711
SH600237,铜峰电子,0.01,0.7188,141.7074
SZ300492,华图山鼎,0.01,4.8735,359.368
SH600608,ST沪科,0.01,3.704,703.9989
SH603001,奥康国际,0.01,0.7573,53.9287
SZ002115,三维通信,0.01,0.7024,77.2127
SH600021,上海电力,0.01,4.5991,510.6793
SZ002428,云南锗业,0.01,1.5687,262.8876
SH600429,三元股份,0.01,0.4421,30.0005
SZ300170,汉得信息,0.01,2.0604,273.6198
SH603828,柯利达,0.01,1.3961,116.0873
SH600839,四川长虹,0.01,0.3485,46.7574
SZ300337,银邦股份,0.01,1.1468,149.3106
SH688198,佰仁医疗,0.01,7.053,494.0116
SZ300239,东宝生物,0.01,1.862,171.6638
SZ002491,通鼎互联,0.01,1.5261,153.4423
SZ300332,天壕环境,0.01,1.6095,135.4583
SZ300330,华虹计通,0.01,1.5629,273.5009
SZ002495,佳隆股份,0.01,0.8163,73.3773
SZ000020,深华发A,0.01,2.0521,258.7818
SZ000017,深中华A,0.01,42.0074,4290.4898
SH600796,钱江生化,0.01,0.8573,83.3609
SZ300302,同有科技,0.01,2.8803,209.8698
SH600714,金瑞矿业,0.01,0.5794,66.7771
SZ300310,宜通世纪,0.01,1.1936,120.5203
SH600870,*ST厦华,0.01,10.5026,1752.2727
SZ300733,西菱动力,0.01,0.7129,140.7282
SH600150,中国船舶,0.01,0.9995,189.8366
SH600722,金牛化工,0.01,0.9835,137.4873
SH603879,永悦科技,0.01,1.1899,169.3113
SZ000985,大庆华科,0.01,2.098,152.4782
SZ002017,东信和平,0.01,2.5255,174.5539
SZ300377,赢时胜,0.01,0.5004,91.1659
SZ300187,永清环保,0.01,2.168,144.8302
SZ000998,隆平高科,0.01,2.0011,200.6251
SH600697,欧亚集团,0.01,0.7007,84.9641
SZ002476,宝莫股份,0.01,1.6167,176.0512
SZ000982,中银绒业,0.01,2.961,236.7428
SH600160,巨化股份,0.01,0.7516,104.4405
SH688081,兴图新科,0.01,4.5497,309.3973
SZ300197,节能铁汉,0.01,0.9378,115.6304
SZ300211,亿通科技,0.01,1.9709,217.5772
SH600995,文山电力,0.01,5.0575,692.7071
SH600166,福田汽车,0.01,1.0077,140.0468
SH600099,林海股份,0.01,1.596,157.2868
SZ300004,南风股份,0.01,7.0368,735.5948
SH600037,歌华有线,0.01,1.2557,123.5935
SZ002137,实益达,0.01,1.9529,137.6785
SZ002240,盛新锂能,0.01,0.9443,94.8029
SH601106,中国一重,0.01,1.1764,170.7905
SZ002771,真视通,0.01,2.9466,346.0145
SZ002783,凯龙股份,0.01,2.9332,213.9689
SZ002284,亚太股份,0.01,0.6157,80.6691
SH600312,平高电气,0.01,1.3911,110.3569
SH600301,*ST南化,0.01,2.7708,218.5395
SH603023,威帝股份,0.01,2.1329,386.1767
SH600540,新赛股份,0.01,1.3057,215.7326
SZ002785,万里石,0.01,1.9435,230.2883
SH601929,吉视传媒,0.01,0.9332,82.5079
SZ002261,拓维信息,0.01,1.9072,140.5817
SZ300561,汇金科技,0.01,2.5868,191.6562
SZ002656,ST摩登,0.01,0.9628,131.219
SH600360,华微电子,0.01,1.0978,110.5646
SZ300551,古鳌科技,0.01,3.9632,536.9356
SZ300819,聚杰微纤,0.01,0.9169,108.6615
SH600313,农发种业,0.01,1.8637,209.7096
SZ002294,信立泰,0.01,1.0146,166.0286
SH603959,百利科技,0.01,4.4152,369.7206
SZ300681,英搏尔,0.01,2.3041,249.0653
SH601069,西部黄金,0.01,4.4499,302.3072
SZ002723,金莱特,0.01,4.1758,367.2968
SZ002729,好利科技,0.01,2.4979,303.4388
SZ300619,金银河,0.01,2.5034,222.8626
SZ002342,巨力索具,0.01,1.3559,133.6999
SZ002733,雄韬股份,0.01,2.8979,566.2481
SZ002297,博云新材,0.01,1.6299,191.4245
SZ002750,龙津药业,0.01,1.8744,186.573
SZ000423,东阿阿胶,0.01,0.4393,77.6679
SZ000553,安道麦A,0.01,1.6135,153.2139
SH603978,深圳新星,0.01,1.7708,164.3843
SZ002762,金发拉比,0.01,3.2874,261.4802
SZ002765,蓝黛科技,0.01,0.4605,30.9656
SH600960,渤海汽车,0.01,1.4375,104.574
SH603068,博通集成,0.01,2.0441,327.3763
SH603615,茶花股份,0.01,2.7892,227.2809
SZ002861,瀛通通讯,0.01,4.2223,633.1331
SH600418,江淮汽车,0.01,1.0968,122.6407
SZ002192,融捷股份,0.01,3.7703,731.2469
SH688488,艾迪药业,0.01,4.1513,390.9899
SH600246,万通发展,0.01,0.6853,83.4152
SH600243,青海华鼎,0.01,2.5478,308.7937
SZ002204,大连重工,0.01,0.8948,69.4327
SH600416,湘电股份,0.01,2.7963,353.7299
SZ002625,光启技术,0.01,2.0945,255.0091
SZ000605,渤海股份,0.01,1.0045,157.203
SH601179,中国西电,0.01,1.2225,82.6593
SZ002213,大为股份,0.01,2.4143,232.6874
SZ000601,韶能股份,0.01,4.5314,643.3093
SZ002180,纳思达,0.01,1.2644,166.5481
SZ002910,庄园牧场,0.01,0.7421,73.4402
SZ300689,澄天伟业,0.01,3.8822,261.1638
SZ002176,江特电机,0.01,0.9171,140.5206
SZ300615,欣天科技,0.0,1.1562,274.56
SZ000820,*ST节能,0.0,0.0,1.2099
SH600054,黄山旅游,-0.0,-1.0757,254.6199
SZ300688,创业黑马,0.0,1.9505,501.5822
SZ000595,宝塔实业,0.0,1.7351,1100.7963
SZ300694,蠡湖股份,0.0,3.7121,827.3244
SZ000633,合金投资,0.0,5.5193,1767.0783
SH600868,梅雁吉祥,0.0,1.4611,760.8913
SZ000554,泰山石油,0.0,0.8009,235.6207
SZ000852,石化机械,0.0,0.3947,221.3133
SZ000638,*ST万方,-0.0,-13.1016,63139.2636
SZ300683,海特生物,-0.0,-1.4462,1669.7204
SH603090,宏盛股份,0.0,1.3091,415.3207
SZ300756,金马游乐,-0.0,-1.9373,418.9193
SH600830,香溢融通,-0.0,-1.0649,229.7144
SZ300466,赛摩智能,0.0,2.2093,1088.6184
SZ300323,华灿光电,0.0,0.3281,107.5847
SZ300706,阿石创,0.0,1.3257,279.9425
SZ000597,东北制药,0.0,0.3146,190.8199
SH600071,凤凰光学,0.0,2.8496,589.3592
SZ000673,*ST当代,0.0,0.0,28.7289
SZ300444,双杰电气,0.0,3.7726,1050.2354
SH603032,*ST德新,-0.0,-1.2719,259.6137
SZ000089,深圳机场,0.0,0.2341,143.7955
SZ000812,陕西金叶,0.0,1.5941,366.161
SZ300448,浩云科技,0.0,0.9172,189.826
SZ300698,万马科技,-0.0,-2.7946,577.5157
SZ300345,华民股份,0.0,1.0391,277.2608
SH600749,西藏旅游,0.0,0.4541,151.0681
SZ300540,深冷股份,0.0,1.6914,461.144
SZ300536,农尚环境,0.0,1.1713,920.3861
SH688521,芯原股份-U,-0.0,-1.4251,970.1348
SZ000070,特发信息,0.0,0.3891,1368.9076
SZ300534,陇神戎发,0.0,0.2509,349.0921
SZ000792,盐湖股份,0.0,0.0,50.1651
SH600187,国中水务,0.0,0.8921,2413.2538
SH600871,石化油服,0.0,1.1712,243.5109
SH600292,远达环保,0.0,0.518,140.7343
SH601118,海南橡胶,0.0,0.7291,227.7187
SZ002229,鸿博股份,0.0,1.5119,472.7532
SZ002227,奥特迅,0.0,0.7706,348.1974
SH600959,江苏有线,0.0,0.7797,171.0482
SZ002210,*ST飞马,0.0,0.0,1.1817
SZ002885,京泉华,0.0,4.1441,909.2921
SZ002197,证通电子,0.0,0.7552,201.0806
SZ002902,铭普光磁,0.0,0.4061,162.664
SH600257,大湖股份,0.0,0.3592,195.3866
SH600110,诺德股份,0.0,0.1984,72.9385
SZ002947,恒铭达,0.0,8.455,1772.6091
SZ002134,天津普林,0.0,1.646,380.918
SZ300008,天海防务,0.0,2.4896,1474.4057
SH600604,市北高新,0.0,2.7594,6095.4164
SZ002096,南岭民爆,0.0,0.9934,238.5112
SH600615,*ST丰华,0.0,0.2316,488.4065
SZ300045,华力创通,0.0,1.617,424.8509
SZ002805,丰元股份,-0.0,-5.159,1112.7326
SZ002795,永和智控,0.0,2.0723,604.6676
SZ300074,华平股份,0.0,1.9237,626.4845
SH600550,保变电气,0.0,3.3906,810.3431
SZ002505,鹏都农牧,0.0,0.3542,434.756
SZ002501,*ST利源,0.0,0.0,1.2921
SZ002552,宝鼎科技,0.0,1.1379,546.2653
SH603876,鼎胜新材,-0.0,-0.3907,78.9331
SZ002485,雪松发展,-0.0,-0.886,3358.5648
SZ002471,中超控股,0.0,0.7673,486.5059
SZ002571,德力股份,0.0,0.3577,150.6314
SH600498,烽火通信,0.0,0.8917,194.7846
SZ002393,力生制药,0.0,0.1976,133.5343
SH603922,金鸿顺,0.0,0.7316,469.3527
SZ002657,中科金财,0.0,0.3066,3603.0797
SZ002691,冀凯股份,-0.0,-1.7684,1148.6938
SH603718,海利生物,0.0,0.8425,224.379
SH603703,盛洋科技,0.0,0.6883,408.1158
SH600333,长春燃气,0.0,0.777,190.6074
SH600969,郴电国际,0.0,0.8719,245.4337
SH600538,国发股份,0.0,0.4296,197.0582
SH601212,白银有色,0.0,0.4977,309.4034
SZ002689,远大智能,0.0,0.655,281.6685
SZ002076,ST雪莱,0.0,0.0,176.3092
SH688027,国盾量子,0.0,2.22,1751.5831
SZ300279,和晶科技,0.0,0.5557,244.7504
SH688126,沪硅产业-U,0.0,1.1997,328.5767
SH600158,中体产业,0.0,2.5281,1180.0014
SH600881,亚泰集团,0.0,0.9466,702.7632
SH600165,新日恒力,0.0,2.2532,678.1107
SH600698,湖南天雁,0.0,1.323,1144.2267
SZ300191,潜能恒信,0.0,0.8707,266.4589
SZ300173,福能东方,0.0,1.0282,220.7323
SZ300165,天瑞仪器,0.0,1.2802,1675.7982
SZ300152,科融环境,0.0,1.725,2561.3462
SH600448,华纺股份,0.0,1.2268,248.6052
SZ300126,锐奇股份,0.0,1.1549,360.724
SH600811,东方集团,0.0,1.1412,367.9392
SZ000996,中国中期,0.0,1.2776,1254.8595
SZ002058,*ST威尔,-0.0,-0.3701,333.7023
SZ002074,国轩高科,0.0,1.5111,675.1339
SZ002051,中工国际,-0.0,-0.7919,458.3303
SZ300105,龙源技术,0.0,0.5141,1573.5641
SZ000762,西藏矿业,-0.01,-2.3798,212.1652
SZ000851,高鸿股份,-0.01,-3.7477,439.9006
SH603838,四通股份,-0.01,-0.5393,53.4351
SZ300721,怡达股份,-0.01,-0.4626,49.5107
SZ300769,德方纳米,-0.01,-1.8583,220.4508
SZ300023,*ST宝德,-0.01,-0.3721,43.6717
SZ300446,*ST乐材,-0.01,-3.7724,278.2861
SZ300609,汇纳科技,-0.01,-0.9509,69.8965
SZ002646,青青稞酒,-0.02,-4.985,287.8974
SZ300633,开立医疗,-0.02,-3.3655,193.6374
SZ002759,天际股份,-0.02,-0.402,23.2002
SZ002167,东方锆业,-0.02,-16.4925,797.4495
SZ300240,飞力达,-0.03,-0.7059,23.0371
SZ000993,闽东电力,-0.03,-4.1354,125.1644
SH600241,ST时万,-0.03,-2.8404,86.8058
SZ300343,联创股份,-0.03,-11.1247,379.786
SH600258,首旅酒店,-0.04,-5.7252,142.534
SZ000888,峨眉山A,-0.04,-1.5542,38.0487
SH688578,艾力斯-U,-0.04,-15.2871,435.6011
SH601333,广深铁路,-0.04,-1.9449,51.0926
SH600076,康欣新材,-0.04,-4.0019,94.9971
SZ000521,长虹美菱,-0.05,-1.7358,38.0329
SZ000626,远大控股,-0.05,-4.1729,78.9599
SZ000426,兴业矿业,-0.05,-3.4955,67.1479
SH600977,中国电影,-0.06,-4.8679,85.4792
SH600590,泰豪科技,-0.07,-6.96,103.8933
SZ000929,兰州黄河,-0.07,-4.4852,63.4467
SH603997,继峰股份,-0.07,-5.8721,81.395
SZ000573,粤宏远A,-0.09,-7.0431,82.0102
SH603626,科森科技,-0.1,-2.5401,25.5792
SZ002615,哈尔斯,-0.11,-3.3302,29.0616
SZ300859,*ST西域,-0.11,-8.4342,75.0695
SZ002306,中科云网,-0.11,-44.9959,422.833
SZ002581,未名医药,-0.14,-8.8476,62.3067
SZ000615,奥园美谷,-0.14,-7.5966,52.4672
SZ002114,罗平锌电,-0.14,-8.468,60.2625
SH688185,康希诺-U,-0.15,-10.519,71.7531
SH600793,宜宾纸业,-0.2,-15.3227,75.8849
SZ000755,山西路桥,-0.22,-4.2364,19.6768
SH600228,返利科技,-0.22,-67.9777,305.8689
SZ002496,ST辉丰,-0.23,-11.1012,47.7774
SZ002042,华孚时尚,-0.24,-7.4517,31.3595
SH603196,日播时尚,-0.24,-5.4359,22.6993
SZ002554,惠博普,-0.25,-8.9779,35.7185
SZ300102,乾照光电,-0.25,-9.9784,39.2487
SZ000822,山东海化,-0.34,-7.8774,23.0022
SZ000936,华西股份,-0.37,-6.7733,18.0667
SH600707,彩虹股份,-0.71,-4.0209,5.6708
SZ002200,ST云投,-0.92,-63.1262,68.3078
SH601599,浙文影业,-1.25,-97.0481,77.6641
SH600291,*ST西水,-1.33,-137.8837,103.4044
SH603518,锦泓集团,-3.21,-27.4993,8.5597
SH603555,ST贵人,-11.76,-181.2189,15.4138
