code,name,end_date,n_cashflow_act,net_profit,n_cashflow_inv_act,n_cash_flows_fnc_act,im_net_cashflow_oper_act,accounts_receiv,acct_payable,notes_receiv,oth_receiv,money_cap,r_and_d,goodwill
SZ000004,国华网安,20181231,-53310246.02,-21612682.1,-18782779.1,21000000.0,-53310246.02,27268319.8,5633643.29,0.0,922869.52,49003296.32,0.0,0.0
SZ000005,ST星源,20181231,-94794814.73,156748626.08,136252736.9,-55599169.66,-94794814.73,299860362.62,312700668.35,3229635.0,789241575.7,67715990.09,0.0,222436019.95
SZ000007,*ST全新,20181231,-6874171.3,-196200201.49,4648757.02,0.0,-6874171.3,0.0,6003681.72,0.0,20664673.8,6669715.39,0.0,0.0
SZ000010,美丽生态,20181231,-238431968.04,-726512624.65,-313827358.85,444902396.17,-238431968.04,932063923.13,884522863.39,27060000.0,191837688.95,86676202.6,0.0,203019928.69
SZ000012,南玻A,20181231,2130378100.0,472208588.0,-778807979.0,-1588458276.0,2130378100.0,592233312.0,1209859263.0,719375448.0,207424295.0,2226447720.0,74549257.0,376720156.0
SZ000017,深中华A,20181231,-9479474.16,-1880505.78,-17293.82,6808378.06,-9479474.16,29007509.02,9979010.69,0.0,844537.19,18488886.26,0.0,0.0
SZ000020,深华发A,20181231,-21894459.66,3295022.72,-13812144.95,-17969442.49,-21894459.66,116797834.51,60975306.43,69185516.71,5777179.08,34108330.27,0.0,0.0
SZ000026,飞亚达,20181231,331627789.62,183835095.29,-146823850.26,-207831024.31,331627789.62,370545656.61,259913612.34,7051846.85,45870582.26,164828059.97,0.0,0.0
SZ000029,深深房A,20181231,1062567405.59,499971564.96,-885738081.9,-235475037.95,1062567405.59,33426991.65,216758906.71,0.0,41512767.07,2048522435.93,0.0,0.0
SZ000034,神州数码,20181231,360539617.54,516026502.55,-1507762046.71,662104674.47,360539617.54,8604664663.56,6044742292.99,1203934982.01,197907152.49,1618156211.49,0.0,931286825.05
SZ000035,中国天楹,20181231,209786562.05,222297614.78,-619395098.02,-474828359.93,209786562.05,457807700.15,1490533008.58,104840000.0,27499571.08,532457666.47,81587417.1,30500444.3
SZ000038,深大通,20181231,-649886684.2,-2552655505.87,335426286.88,-199683338.5,-649886684.2,555647882.09,226554734.31,64440000.0,38050231.56,1386748463.69,0.0,24384874.07
SZ000040,东旭蓝天,20181231,-3833258263.74,1126438186.61,-634283855.51,1944591302.11,-3833258263.74,3297595292.91,5211083645.07,309904124.28,1006390957.04,7480672414.45,2976120.02,970983314.42
SZ000045,深纺织A,20181231,-460494321.15,-62302707.38,170177455.09,263073727.51,-460494321.15,528454015.59,180239452.9,886432.06,9257192.06,1141759374.6,0.0,0.0
SZ000046,泛海控股,20181231,9206547963.11,1033097635.06,-2801214978.73,-9753802337.34,9206547963.11,1281194765.11,7912194652.16,2250000.0,952405374.35,21640396011.47,0.0,2948606647.03
SZ000050,深天马A,20181231,3565216924.02,983879402.42,-5638575778.17,379370044.8,3565216924.02,5968423574.65,5408283797.18,367828447.41,60499071.76,3687015669.66,0.0,319447086.68
SZ000056,皇庭国际,20181231,193532356.17,118662346.81,443634820.4,-1147994679.29,193532356.17,150997761.71,218592899.66,14156140.0,352773638.28,231741109.34,0.0,11110896.61
SZ000060,中金岭南,20181231,1971769055.95,909577971.95,-1513882353.67,-671569438.72,1971769055.95,549529599.19,793994256.1,227799582.82,114058625.38,3249752990.11,0.0,140882354.35
SZ000063,中兴通讯,20181231,-9215386000.0,-6949340000.0,-965700000.0,888087000.0,-9215386000.0,21592325000.0,19527404000.0,0.0,1997281000.0,24289798000.0,2732356000.0,186206000.0
SZ000065,北方国际,20181231,182382415.38,617804602.15,-71632224.49,-182391290.25,182382415.38,2376561743.7,4404704312.77,262919413.29,150961495.13,4408053338.16,0.0,5399558.44
SZ000068,华控赛格,20181231,-49603851.94,-139688508.48,-677976659.1,633019954.02,-49603851.94,195117908.67,829799289.62,767616.5,68584207.65,548342131.03,0.0,18485445.79
SZ000069,华侨城A,20181231,-9984217376.99,11294328846.78,-16827947397.41,23371407409.08,-9984217376.99,346487001.2,14066761928.46,52244148.28,30778806176.84,27228304224.55,0.0,87116029.52
SZ000078,海王生物,20181231,-1135175522.92,693348293.66,-1747205366.41,2341902761.66,-1135175522.92,18953146417.1,7510677320.17,1104066913.88,3162471072.26,4089093803.59,88150332.88,3917841616.99
SZ000088,盐田港,20181231,100724316.93,485757452.56,-561543126.7,372053148.4,100724316.93,31857097.17,343508745.66,0.0,123619862.17,886574474.58,0.0,0.0
SZ000099,中信海直,20181231,233607880.89,159154117.38,-174604363.92,-197686733.11,233607880.89,637316011.55,87442163.64,0.0,179440230.44,422022671.86,0.0,0.0
SZ000150,宜华健康,20181231,372738371.87,200680127.91,-787503400.71,217055972.34,372738371.87,1031370822.59,507038707.03,0.0,658264341.43,344297985.64,0.0,1926954188.44
SZ000151,中成股份,20181231,-459646245.26,83421145.18,-5360662.53,-31116802.49,-459646245.26,56456798.46,801707569.41,0.0,35259731.49,764374434.35,0.0,0.0
SZ000159,国际实业,20181231,-9144731.58,49833590.74,191650633.73,-238766095.43,-9144731.58,31550432.92,94923006.69,6417223.83,97064109.35,234215172.63,2542604.54,55324603.46
SZ000333,美的集团,20181231,27861080000.0,21650419000.0,-18642288000.0,-13387164000.0,27861080000.0,19390174000.0,36901626000.0,12556294000.0,0.0,27888280000.0,0.0,29100390000.0
SZ000400,许继电气,20181231,463240385.46,273709728.34,-100999564.15,-672746362.99,463240385.46,8427731024.43,5472912268.5,404084330.1,138575627.65,974812548.16,285930154.91,0.0
SZ000408,藏格矿业,20181231,888042780.1,850169479.51,-1687642294.8,29774719.7,888042780.1,938420131.23,852936431.32,93006214.92,2332763691.0,60344990.76,0.0,0.0
SZ000409,云鼎科技,20181231,701615420.8,127355235.53,446257214.45,-1183603194.18,701615420.8,305446276.85,136224853.39,37842464.0,910951276.48,201524986.35,0.0,259507440.32
SZ000410,ST沈机,20181231,-56913955.87,-864093342.04,-49148819.02,-2133222479.27,-56913955.87,4754372493.9,1753672480.3,15968593.48,24323580.9,3509009667.52,117188321.85,0.0
SZ000411,英特集团,20181231,166314176.1,223864727.39,-134639417.71,-133832543.02,166314176.1,3849147532.08,3096364278.64,53174335.14,120375605.05,1556095971.52,0.0,107676116.32
SZ000413,东旭光电,20181231,388252004.52,2268828086.18,-6644423987.57,-3947321763.02,388252004.52,14352781895.39,8632927106.2,499781503.17,1069179058.88,19807094397.16,37122235.94,2835672586.9
SZ000415,渤海租赁,20181231,20434852000.0,2664275000.0,2119901000.0,-28858473000.0,20434852000.0,2539463000.0,827180000.0,0.0,1031208000.0,11286279000.0,0.0,8761499000.0
