code,name,level_0,eps,roe,fcff,ocf_to_profit,free_cashflow,grossprofit_margin,debt_to_assets,current_ratio,industry_name_L1_L2_L3
SH600004,白云机场,1,0.12278573161853919,0.1332200922106285,0.057752972579471006,0.17823343848580442,0.05338510070371269,0.01819946614899296,0.25818975976704683,0.06770201407425382,0.5572676534821646
SH600008,首创环保,4,0.4416403785488959,0.4428536762921621,0.011404998786702257,0.8097549138558602,0.011404998786702257,0.5777723853433633,0.8313516136859985,0.07206988595001214,0.6554234409123999
SH600009,上海机场,5,0.056661004610531425,0.1179325406454744,0.01989808298956564,0.17823343848580442,0.38170347003154576,0.003397233681145353,0.05823829167677748,0.7257947100218394,0.5572676534821646
SH600011,华能国际,7,0.3755156515408881,0.33341421984955105,0.006794467362290706,0.9342392623149721,0.006551807813637467,0.2846396505702499,0.8633826741082261,0.033487017714147055,0.6918223732103859
SH600019,宝钢股份,13,0.6743508857073526,0.4819218636253337,0.03518563455471973,0.752729919922349,0.03372967726280029,0.14074253821887892,0.5413734530453773,0.22737199708808542,0.9360592089298714
SH600020,中原高速,14,0.23477311332200923,0.22518806115020626,0.03664159184663916,0.9740354282941034,0.03542829410337297,0.6297015287551565,0.9162824557146324,0.03761223004125212,0.22458141227857317
SH600021,上海电力,15,0.484348459111866,0.35646687697160884,0.0092210628488231,0.8874059694248969,0.0092210628488231,0.5141955835962145,0.9046347973792769,0.032031060422227614,0.6918223732103859
SH600029,南方航空,22,0.04707595243872846,0.07716573647173017,0.008493084202863382,0.17823343848580442,0.008493084202863382,0.016258189759767047,0.9109439456442611,0.030332443581654937,0.558723610774084
SH600036,招商银行,27,0.9890803203106042,0.814608104828925,0.000485319097306479,0.9070613928658092,0.9951468090269352,0.0300897840330017,0.9720941519048775,0.006309148264984227,0.945765590876001
SH600038,中直股份,29,0.8917738413006552,0.5736471730162582,0.057024993933511285,0.052171802960446496,0.05265712205775297,0.15311817520019413,0.8349915069157972,0.37612230041252126,0.409366658578015
SH600039,四川路桥,30,0.7692307692307693,0.8495510798349915,0.044406697403542826,0.49648143654452803,0.04246542101431691,0.22615869934481922,0.933025964571706,0.20553263770929386,0.049987867022567335
SH600048,保利发展,31,0.9708808541616113,0.8767289492841543,0.016986168405726764,0.30186847852462995,0.01819946614899296,0.6333414219849551,0.9359378791555447,0.4144625090997331,0.5213540402814851
SH600061,国投资本,43,0.8240718272264014,0.6204804659063334,0.014316913370541131,0.05848095122543072,0.014316913370541131,0.06915797136617326,0.9269594758553749,0.35962145110410093,0.20007279786459597
SH600064,南京高科,46,0.9327833050230526,0.8553749090026692,0.025236593059936908,0.04828925018199466,0.023295316670710994,0.755884494054841,0.7321038582868236,0.20990050958505216,0.5082504246542101
SH600067,冠城大通,48,0.4188303809754914,0.3256491142926474,0.056782334384858045,0.27808784275661247,0.052171802960446496,0.54307206988595,0.7995632128124242,0.5241446250909974,0.5213540402814851
SH600072,中船科技,52,0.3943217665615142,0.31108954137345307,0.06042222761465664,0.9208929871390439,0.05508371754428537,0.20892987139043923,0.6864838631400145,0.5719485561756855,0.4142198495510798
SH600076,康欣新材,55,0.11987381703470032,0.11987381703470032,0.07910701286095607,0.17823343848580442,0.06454743994176171,0.11138073283183693,0.54307206988595,0.47803931084688184,0.42174229555933024
SH600078,*ST澄星,57,0.004125212327105072,0.001455957291919437,0.044649356952196066,0.17823343848580442,0.04270808056297015,0.17422955593302597,0.9917495753457899,0.022082018927444796,0.2876728949284154
SH600094,大名城,70,0.37976219364231983,0.29701528755156514,0.02378063576801747,0.01819946614899296,0.02378063576801747,0.29143411793254065,0.8073283183693278,0.5617568551322495,0.5213540402814851
SH600095,湘财股份,71,0.32273719970880854,0.4430963358408153,0.045134676049502546,0.35331230283911674,0.04319339966027663,0.1203591361320068,0.8478524629944189,0.35840815336083476,0.8553749090026692
SH600100,同方股份,76,0.19461295801989809,0.162096578500364,0.02014074253821888,0.025721912157243388,0.015530211113807329,0.3911671924290221,0.8563455471972822,0.25236593059936907,0.8499150691579713
SH600115,中国东航,90,0.04950254792526086,0.06891531181752002,0.02402329531667071,0.17823343848580442,0.02402329531667071,0.005823829167677748,0.9403057510313031,0.016500849308420287,0.558723610774084
SH600126,杭钢股份,100,0.5281485076437757,0.42174229555933024,0.07158456685270566,0.7316185391895171,0.8250424654210143,0.07668041737442369,0.2795438000485319,0.6081048289250182,0.9360592089298714
SH600129,太极集团,103,0.30247512739626303,0.22712933753943218,0.081048289250182,0.942247027420529,0.9662703227371997,0.7636495996117447,0.9332686241203592,0.12982285852948314,0.1401358893472458
SH600145,*ST新亿,115,0.12909487988352342,0.05993690851735016,0.098277117204562,0.17823343848580442,0.08832807570977919,0.8832807570977917,0.6214511041009464,0.7803931084688183,0.8700558116961903
SH600153,建发股份,122,0.9274447949526814,0.7646202378063577,0.010434360592089298,0.45959718514923564,0.00994904149478282,0.07012860956078622,0.932055326377093,0.4693035670953652,0.6475370055811697
SH600155,华创阳安,123,0.5611502062606164,0.34312060179568066,0.04828925018199466,0.8247998058723611,0.04586265469546227,0.9912642562484834,0.8701771414705168,0.4980587236107741,0.8607134190730406
SH600157,永泰能源,125,0.4037854889589905,0.7886435331230284,0.011162339238049017,0.5326377092938607,0.010677020140742538,0.43630186847852465,0.728463965057025,0.02450861441397719,0.6988595001213298
SH600168,武汉控股,135,0.5457413249211357,0.37005581169619023,0.03979616597913128,0.9289007522446008,0.038582868235865084,0.5503518563455472,0.8391167192429022,0.10531424411550594,0.6554234409123999
