code,name,end_date,n_cashflow_act,net_profit,n_cashflow_inv_act,n_cash_flows_fnc_act,im_net_cashflow_oper_act,accounts_receiv,acct_payable,notes_receiv,oth_receiv,money_cap,r_and_d,goodwill
SZ000006,深振业A,20201231,-167505495.3,902890101.9,-525801905.98,-414116713.32,-167505495.3,15313472.84,643209006.75,0.0,36140973.01,1947760245.47,0.0,0.0
SZ000008,神州高铁,20201231,520039172.94,-891970904.84,-2525550021.0,1539960547.9,520039172.94,2976771437.2,950437293.61,397942835.66,117671263.55,778479837.26,3882249.9,3024313257.1
SZ000010,美丽生态,20201231,-360797901.56,76354376.87,90010003.14,257568252.53,-360797901.56,1929580118.96,1223527610.54,49906354.4,114365870.94,66594808.43,0.0,203019928.69
SZ000016,深康佳A,20201231,178616528.21,540073462.44,-2452548790.06,2135013053.43,178616528.21,3900897623.59,9632366325.76,2358180193.96,2095679366.13,5431530180.9,0.0,675795873.17
SZ000020,深华发A,20201231,59719269.6,6830187.4,-3520505.95,-61712729.21,59719269.6,128063911.79,98318239.88,20240464.79,4466949.96,60968053.58,0.0,0.0
SZ000025,特力A,20201231,109105302.88,60305229.91,-297789582.26,-3654069.91,109105302.88,19828510.36,76583166.53,0.0,4622058.41,237625698.93,0.0,0.0
SZ000028,国药一致,20201231,1502746598.47,1721296398.72,-2783229153.97,-1740422817.81,1502746598.47,13799971014.22,7697451142.5,622115477.04,535228747.69,5998204295.87,0.0,2747375281.11
SZ000032,深桑达A,20201231,-125268308.62,188976574.62,67885268.16,14318798.24,-125268308.62,258574333.97,304555023.14,51053310.25,48693006.68,859376005.57,0.0,0.0
SZ000035,中国天楹,20201231,3006570196.78,828502094.52,-3568499012.58,138933667.12,3006570196.78,5953865246.19,5221370602.94,105816805.25,220553677.8,3395885622.75,34456926.46,5605666580.65
SZ000036,华联控股,20201231,-539008527.17,772928133.65,-169864783.47,-657256754.51,-539008527.17,17105896.36,405235852.82,0.0,4604730.35,4089268731.52,0.0,0.0
SZ000037,深南电A,20201231,260725409.02,67924788.49,-488539650.17,221325442.22,260725409.02,85293052.88,9306303.26,0.0,31027754.36,764601272.21,0.0,0.0
SZ000038,深大通,20201231,-318833886.26,79441527.98,60388975.51,1084669.42,-318833886.26,438682423.94,122195699.76,1500000.0,63698875.36,947167936.75,0.0,99110793.87
SZ000040,东旭蓝天,20201231,547736979.29,-1040991478.06,-964015542.1,60223616.57,547736979.29,2903702603.31,3125872550.73,68425836.95,634214523.01,3370043797.25,4317914.63,764642629.24
SZ000060,中金岭南,20201231,1602286398.86,1099843150.02,-4713902014.07,2626107619.93,1602286398.86,615368594.56,1142527925.46,66447704.23,145271293.71,1689531478.19,0.0,140882354.35
SZ000061,农产品,20201231,699131783.23,442104277.56,-665135228.56,-926035646.39,699131783.23,95871989.73,944051514.18,0.0,801880932.65,1388461982.87,0.0,8178977.96
SZ000068,华控赛格,20201231,-15697726.75,-179072880.79,-141129471.14,70655806.37,-15697726.75,160488358.77,532035478.22,2719228.02,22836116.73,480664913.81,0.0,3115388.01
SZ000089,深圳机场,20201231,501300412.54,38472295.26,-2824715768.83,1193997348.63,501300412.54,455496521.36,19428720.46,0.0,5681318.15,1466550948.45,0.0,0.0
SZ000150,宜华健康,20201231,182034443.28,-614461269.52,-119849044.44,-122356769.92,182034443.28,492171511.51,449914136.5,0.0,487421655.08,150857420.39,0.0,498682823.81
SZ000151,中成股份,20201231,25539586.71,-290705255.96,-84185696.04,-81528234.34,25539586.71,26769405.43,397020519.4,0.0,45543212.33,475022265.17,0.0,0.0
SZ000153,丰原药业,20201231,292753328.44,102096606.18,-84911930.79,-209818654.85,292753328.44,678108436.75,423163133.08,4000000.0,46241269.82,275336213.05,52278192.01,11512714.19
SZ000155,川能动力,20201231,415298829.64,293668894.0,-1876836692.38,1384924540.88,415298829.64,1284565131.24,764645429.17,1094670.0,15915382.19,923183176.97,0.0,0.0
SZ000156,华数传媒,20201231,1922057078.1,951714202.27,-1328202557.87,-2562911643.46,1922057078.1,1273839384.21,2757388538.08,22556740.91,145520791.5,5641374329.68,0.0,535910399.0
SZ000159,国际实业,20201231,-46591951.63,84999150.97,117145410.0,-149721652.38,-46591951.63,25353271.11,39622626.48,450000.0,11556075.65,57128129.25,7997258.55,54556995.37
